CPR_BARN,CPR_MOR
0bb308c414,c1eadb62a3e4f9a2ae7097e3b2e8f8cc9099ca2adc36f0b02fac59036d34f34b
857bfc006b479418d66004f98e217bcefd08650457bc54dc001af693fb23eb67,909129d57fb5d3a4072fbf65067f7ce987031b3c1abba85adcc875421b94c423
b4a99f77a04297e5f675760e791dea93285ff1ae74152542bffb751ef4b9c49e,c909c287633bb7f98e5fc7f2412bfbdd0f0dcd5b4634d70151eee29e3f8f9292
68595cd0b39842c2ce228cfa3a3da23fd1d5365ac3c7aedda47dde2d88e5e091,df5c3001bc5ed63aa44ddb3d2edb44ca66b34b1f70a8f2b2cdcb80012dfb21d4
81d71b15f6bb9ac143c51039aeee7950d95cdf61bcd009a79d56157d13b95b61,dd90e0d011d2e74663d0f9d74eef67d44b72edf01e2154e2d51ec457532a4a27
34924d2902f16e7c1abbcc4894d0f512d41d9942ea2730f1cb4c7e13ecfb7eb9,5a5b122314f0d1c179fcb555d1139b74a10cd99a10115a169ccd44fe2754a896
688de11a543d2170c063aef55f75caa982b4bfaf11fdffadf4477b9572c2e467,17573eb9a291a5a16754f16cf9139386e229a6eafac758eb1c32c77e921c5a43
8539b93c488074bc2c4b755da2157f16fee2ad13224b8408f1a0d02532d81429,9fa9efa6fbffe8032295518decd4990fe11a1e23b5411df71730c82c81bf2967
f62e58b16806ab3efdabf625c312b02e4d4d15135191d0f850c304df6c418817,98be63ae1a3bb50bc1e97d63c9615765fd3ef866bb24fbad89c6e2876f3c17f4
44eadb7121538679b44f85a4dfd1dbafde5246442bd3870ff5d1c588729a176b,81bbd6bb3f474dbd1b76711cf8aedc1a33c33c4393440e0601e0ddeb50388a0d
c3ecc858b00974685a0e0698180f8f55491051f5c73a1e749eebb848315551bf,489252e1a5ac4259d119d5096cc8f4fa211ac9266a895043eb9c772b903cbbd7
b7bd9a07a4,511ac80fc2b10de3f13b668cbf49997c3afbbb538a6d3bac9cdaeb0666264c53
7f42eb1bb7768d7c2b92da3db67a214f274833b1bfe35ce78701212e602ee8e4,1eea4aac9e99c9ccc413f1ad234cb5d2e17dbc2867c024925837e864cdeb93d8
8fd3baf9ef30a88d26cf644a94bc66014b37ab825dd0b1b9c68422b6df706af7,803ba8341a7fea7920b46b959042adfcba9c6d80c086c5955dfcc07a0274b0ec
cbe54b31b7db23ccd8ea750ab0d5af26aff81117594b21a5a657014d15d20719,8f4ccc1ff9c79c4f295168c0983511c284d8ce9b26cc5746af630d53b9d19241
660a52f985da299455cf16881dd9c0baefc8aa0fbed6ef249de95035dfdb10ab,3de24ce91952c7d7f8af7cc54b49af25d46b1682f3a31d8c7580b6a80bfb0442
e8f4d9e67fd47da8575256dc1d683619683cc5ea0ff799f036c40c735e6945e5,baec978c35865f95f333fa09b08410cb4735a87d81a8a1b9b3ae6596179e720b
34f9db4c651ef5f233e0592ab7a3116c5dfbf7f7f459f92ab5a1cdd5e301ff1d,49154cd9fe839702dc19c7299f680fdc91e7a7d4509df9b535b8f114c018c236
5516117e56430240aafc66251f3ea112716745777329cbdf7486bee54bf633c0,efde44841fc2afaf88d206d8c488f4e5eeda421ecdc78552a6e29b0e3a4f4803
1564bff4c362ddea64b475309a38f1558a02650c57f5b72ec3b6b55c69894005,cbaa27648a117c671b58abc2748431e3b546e460f5c121d2fa5543619feb8561
833aa658267fcf6299cc50f40f5ce9702d73ec9127c3fa182d826a3edf57cf62,e2295c1fec12ea8e7f05e9deae8fcce5fd6057c6d72e26abb2fb428d0cf3bd28
3d5d90981c8d4a6e7b80ea30ca8746c11cb6c70e624fcb2ed2e3d404e6b1a0b8,bffd6b1e213e73ab88553dc37cc43dc8ffb03ed40e747ddb753c41415943a213
fd60f1b2b8,d251a5b65b32e48329b8e7675e0c6bed832951997f9aba449412afb0e4b6c97c
322a6e38d7d9853fb64c25e6666fb03b7e9d2804dc8541393410cebbf05c2c73,190759b122a2dc4e0ed5f2732987725a4df4e94366d0c5926814ec3efff8b0e7
6113829070b002a53cd645afe1e750e59559f49b302a4581725c927a54a43ab0,5faa0dca91fe6b6056faadbcf1ac2512d29f84dd474b99f77652b2ca9f609215
07abdeaf0293b5ac895ca37c0c29241d142540c2d46af03d338c71d580cd5449,42c7ccc8e8a9e10ec9075ba78f57cfc094c3729058b0ac1c6934ef2d726c808b
c5de2b677936af8360709054a46dd03f91dcf6cc126e10d7d4107385eefdaed8,2d754db8e81f64a3d5ae21fc50d7256b23362f3355f7b7efdc64bf98a0dc59b4
9e529b5c6e08d0b0b1ee1c4ac669d3a37e899f35e341ccf8605d760636a512a0,b58b48df35b8452990e1b7f81c294c8d6e102f9298f5d19e1d49b873228c463e
4b2ed2ac7a49ec00471efcb9fe473e0606d28fa306881e7c682a6f7c5549baab,7ad5358dfcb5ad75bae3966450c0f9aa2e44bc9a1af0b42f5290a6cf0502c17b
fbd3520e5714f2958237576ad77f20db27612f9386242516ed4a719e0ade1031,56da3173f2c070fb95f7fe15aac10f1e4d9e9bd170727f786b8e391783faea91
b315f3b7357a8ac67ed0a1abe68aea55af588185c515b6b676c4a94843e5ff7a,bae4a6f2c970aafbc046ea2e45df0458d1c36a83c8476189073e4023abbd2601
7871e4bc47ebd520bea09035bd0f5a8bad548880f7aa93153be869dfa293e031,157de8eeb53492abe2920731709a27ff6e8dd36ece6b265544674b9260f06254
d69ccb5e5789ca0a8454555b7af299bd0b2987836c3162a4fda8615827baca2a,f933ae19c1b80daed029d8844c5be3ebe7e2ffea3a62cc1c75fa695a102109d1
9a3795675e240aee126df1cc7beef31cd75deed76d6a409cf4497dac6d55f40a,1ef1a5c5d084c2291a37ed8277ab5a29f915ef256a2e443e17280cd8bbcf3cbd
a4bba6cc884c8831c5de2a3c636baaf4ce5b12b44aa4ad0baa783b9e0d74e11d,ab93b6d98f0fc0c866476db077dd1910363aefd9d505dbced9ae915237b1ff4a
dde5ab8dfa127e5e8b5696fe4e5701eae967cbd50d8bfa583ff86639a7e0210c,d6e98a9f7d313a3ea294da9253f3c9911a6a1406993a4ad036ccfc67bf208671
c9dabe65107ca47782cf2fee5274ded025e9766b90c3219fd015fc336f044dc0,5e26989a981e2f6e8b8daf332c58893cfde3d29b0fecc5c11e087b31e508242d
3fa387d01e60cb4e70089d3ba58c454647eccc9cbf6e5a07cb6faabdb93e7d3a,ec527489fe13ec8c8ac8f93983c1d9d6bb8f99fdfc8ca20ce5dc96d1f609ee6e
a2c41fd1f34f5e6bfcd6acf927511554e651949596536a56e49d9cfc71d6858b,0f9cf5648bd263462ac6d8c1aa96a07bfff696da62a738130360cff505f271a5
4981825ef4ca73c52f7168058b861edd6a83bd769df9caa7b91ac4797305cfe2,4e4b4e8703ce6240a5f109fe65ef2e5ab632542503759293a21d367f45f96c35
a057c70b35ac0767379b9eab4ea227ec3e8ebc619e46ba5ca9131e4330f34332,0db9aae0bb0f4416940c3d131a7d4764351c044320d55178a31231dda44a0f67
2e410260233e38f39e9c009c7cafa6b17d05da770ac9322363aada420585de1e,658528955d219e1caa79b42025fbcb1f6223e119e52f94521d346adbaf244df4
0f2b108268e0887ce46fbee384f8821b33061918b83328c4bd146a70385de2c5,f060a378425fd0cd266adaa0857fc2edcb65fe25276995f2f7348e6197dbd941
5e93e0689d47cfccdfab2b96cc61a2000be02b4bd0a5cedbe3fd873e9a9e23ed,a39016820da65fa11445bd19937f81cc718d1b9f23980dd43f1a87afb6108717
b96922aaf7e53b5547ac2324ff3e3f72ebd32a745f8161db787b97f0050010b8,1749726de11092d0bb3fc1bc89c291f233a1986984cfd11f4d8489e0417acde3
032d888f91c7a24192b08a04cf7ceba2406e29d094329837ba61be401999fee7,a144b07cffc35f8372045c2c7b90f1dc44faa737b3ed0e5218beb64d6420587f
e51b6d63b6a57e4719d78339ec3e12dbf61fb36317ecdc0ff488dd180fe93422,a6263cee9023edc37df79cabf0ee50b9e15efac51340324dd3c8715c4844fa4f
b3bb4096966dca04823416697f55eae6b2f7eab809be490d4513fd3d5eb70920,57b0dcd6157dc371665da37ec87027499df77bf25881e5550402e5faf8582938
64091eae05eefebdd73b83322c1567941b8b9c4ede6df2233783197f75feed62,ced8f63bdb
ab26e5875173e7557af2c9dd97d6528fad4d4be099fe1d14f990a9b3c1ab1cfb,5bc4aeda4a971409a85d93469aaf452caa8bb1783333102cfcfa5f3e65db2707
b39849b8d05576d05c7712af5649747dfe8a6bf57affb90466e278f1a8700829,4aedbecf1cade43fd7cce555019862176d3de3067a743b87e60192cb3b7d9445
d0d8c0a97bd8214ad9cb15eee2c0ccab8a26082755411655901cc4815b2d0b67,562b4ff06249798970d28e798dd1a160046c7f2dd6772063efa5fc8a56896c2b
9160b0a6c2e354e4295501007dbb2d5a00ba6924430525a7670bd8a5f6457f6d,169a573deb7da377ed6b686ef3b7c7f2c352f1047d96e03ea92209bfeaf18d36
605b65519a591efc0f25f18508d3f9add0eb524d25e4fe6e16ba1f4ad239b1eb,291a529e7d2df88a1a97f45e855f9a4dbfd07b1ebe3457bfe1b28d73e8b6c89c
6dc5c829742016ec6950bd17f590a2664588437b593b99fa71e1f2f30dc99143,ae566d70d26cccdb124795a55aafd97f5ac203bace2a33f7c7e3ed1d7e3f86e0
f69cd80bb0a2a22f8ae80b45097ca903226f61ac58a2b2e1694ab0616c8ce731,06a37d31f1902431e37164b17701f6bb86df8d43c645ca4affcee3fa0d45249f
4b00a7470484533fcbc120cc4091f050d004f00d20084c61f3c503d5f802d3e6,d48532cc78bab08228114ff5b9cba78f1bb5c70ace12f13079c7819b33924e53
502eb52486e6667da8496ca11b5b0d1fb2fe13cfd767df17d9396999ba4f9ada,49e03fbd4aa3f6fcc8deec25f75a9b16a2a9a11ffff16a13c6cb31006c74d94c
2dc091491c1057522b50db6257004a570daba822eacc97bd0585b63340178b53,2d826d20ba8ae1c2297cb0e806c69547405b239343c9b84726d9d1d2c0666ed7
41d10d20b8445d589f16aacb9406c02dad4b93422289036ece506fbb3394b46b,1051b3cd8d24973c524d5eddb090b1f3ed26461968ff797a04b764aab2b77d11
2f85d33a95df466b753fd07f82218f2d49fa8ab23ffcdebcaddd54400c721b79,9509bc823014c3a1510e16f35f2751c39ac6ca76f89859984a0656fae8e98124
feb65e529e6527415b83c6f88434b3ef8f7451da4f67872431d451ed0617e287,27079bf4f8
686f0dc649b1176778a96de2cf4d4e8add09ecbd57ca0ed5c38528c0cfbc626e,c740250912c704692a161fe160e5320ce2a544c40238b2a3aab3f1bf21d1179b
77e8f3c2cc,8d168dd74b96fa318fe190e205a53bbd0a69ba6a318d5c20ea55a46c9d88a6dd
024c324126d88545e75ba8a16a748afa2821b083159dc0e3eef9552e86503094,b43e43b45d5a745ce34567c91da4c8fbfda780dd8a3ff860a62854df28268ecf
92b6198500f53372caf69ded2c422246d45eab35cba09a4f7a6b99860bf457db,3c9cd86f9f7f9f622649af7a3679b38f4a9a32be1caa16a8419234b116cf3622
373a36cf4bee19b5db7d19cdadb54281414f3b1941cfb0046124ade917c5bf06,e3b4f2a73267be453b117b8f22263b57c32492816e706b6d125c6c5ce07b7158
f50ff66bfb2fcccf5f4ed8f7d947fb9b0ec6bf0e1ec79d13e29984f186290a4f,a9f55bb9e4a2d1c1bdc71104dee460869bd16f7421c16cd122f80463f1ca4464
82cd7c780751bf525a910557bcd2e085676a54452ece38c1923e7be8b3dfd100,cfbbe2ed2840a8b33db94bcd82bda3d975eee05f0e7bd82ea417ceb46f766526
51fb3b7c06a1a68896a76ea69b7f9f6d1b77c867a94fdbf7d82cb38f579b209c,dca0fe258417086d33d46a612bcc0b7c40eda8ac11204414318213f03decd7a7
49e6df7a9a7a7baa66fdc9d843713719b392a5a7e52e998547cf409a4845f4be,851140a33be3c94506635b8173b54638c696f3b0f78e3f3e87a514b4660982aa
b49675c0557de77d3b6a46ed66aca144dd9237d30ae4be97271c0a07dedd4027,aa4b1e2b347098e5cbb7e231081ba900e69839716bbfdece08a33bdf0c355791
01a59a170c3046c33f0106bf056cb8da2e7fc0e6af67e446489984a954bd4e51,34cb1400e750e73da72656edbdadc4de5f9a0f0bdd63eeb1e77a5361cfde75c9
ff7c64a78b33414ccb524b502d2ed5c718c4250b652581ce19b4d37d759e9616,78c0f9b9c7e73279580834f2732caaf6a87fe4233c81d2c39b299e4fe2bbfd2e
b92c6c8987e2ab2945e2cce2dc7937dd3d24a048d4f5bd5002a57ec8db52531a,1d1fa07b95ef4c93aa8284b7b6ece3bc9869e8d8de8100ce48353a38c92c2d86
51a0d7f86e204b1d2a65566fdadd6e41a29439cb9242a8ca0aeccf46b6ee1a59,e5ffcf998483df0a0ab227ecf955501031e6e25f24cc580eb21629d4987b12f3
9255be6ada6a969b79841063bcb3a29c1c749930b636dee51a557107f94ded06,639022461e
3407626b2ed20031276416f041ae120f65b7d6dc530b023a711769fd66bb75a1,c32b13764dae4b40285044cdf6c5a02da8d0b51e5262f45ba274bfc06f6167af
39a2bcffc3e5ee6af9c27f905a3c58bcf16fce3287fe7fcd52ce2ee23f7d61e3,2f137cbe7bb652cbb14587f16ceb1a55c5fd3223fe3e0cb29befc949db7e62a3
4188082040009e3894f985507fa47e6bb0919ee6609a53e2d814071352c34950,194fe6e94e
2f0081541b4f8b514f1cbcc66213882e228b456b6f6fc173ae5220d30c055307,b238ed0920
f8c7a347cee290ffcbf37769c78155001228e39610fa70dfe808c117c2d1a7bb,d6a5ac3835383322996ff50a1e2964203d05dacb47b142a322cf043f9a84dd4b
0e4af3b500af11b30e98d7fd3a0da511fd70b893fbb6c080a19c48dc7121c74d,034e3615aebecb555526298d5a872982b033f3912bea040b63482aaa935b8231
e5ec8e176da616c5251230e477cddcc64e61ca0b138831bb39da8edbce7890e7,728c98ebee
17474ef6a7bedab1e64565c88cabd83369da2d3ac27e17feb1f338010e53bfe1,c02ba312704a55f7843c2dab7b18726c43c1695353050f2b2048062c802a15a3
48a6f224252f8f05b83a917a24a99b0ef65765208eb0aabf5d813b032beefe10,96aecbb34cf4036c3f6c49f9caffbf4c9d989234677132d1ebac19a008154fff
d35d652b1375e63a8d661a4d18794d3bc6126ae55226e042693368a7d05865d0,6b6fba8efb731ba85dde9c6d438a93ea6a0767c6b624f74dc3eb6b0848f1f235
73c1206e54dc76f6d61d8b2d4bef767e40b3b8c41ae49dcfa4d70ca98c2e741e,9797acf6ba9c295eae55b417e4c80bdacf570ba34ccda08de4b5b4352b7a4366
38bdcf664e7b8b312c99fa775b1a43d27e11e7e253ec8c594b551a6d0c0a92f4,7ddfe325f15b1952bc8b6bec8929a430cd1c49b6ee5d19e447511eea98d56119
a28077768b610efdb75d71f92c156946fe0cd58f54a799cc571bfd9b7385d0ba,ce3673afd69f5ffbf4b9e2d25e7bf02155162a51cd9aefe852797c33fc149c69
41654838d15ad30c81d1f82d05c7b5ffe027e9350647976291b293d61c32c0bf,370be9bb031d47037de96fae5ae0cf72be56bba1f5f5f215843155906b33359b
9fb2cdde35bdc282b0ad9df6db3c8aee62456d71d0c083404135d3861c3a8172,b738af33eee322be97d37df62fb689c00476a8586d985b82c8563008bf791714
9d5560ca938da1f6a10fe48475de2f9124defb1cef108330ac40a9cdcd3f0690,3184c03a8d0f1414e61550c918e3d355e51adde49395c083875c89aaa2b1bb56
bc19e0a5a2d60606e9a0cacc692f3f3a2baa16c9badc40ab6259bac7a135dc7a,1b6d4ae26cd9d65ff9971fa490c490fd28bd99b664b2d9276cfc07dc06d7a797
296228c04cef1b4dbbab2233d04d5a4a778dc1a7bb0f206d4b012771d68e3ded,ce8e35fe099ab70e95fa961ab918283ec681a92c9b9c563c88416614b6e28da1
61855fda0b8785c724784a6234f9b1e11bb9d5340bb4a89b4664d35888086369,7dc194d6b2fa2e8d7a08dd073293788e6e58acc477d3e180486650af5aad9f7a
b48950c135acc16c38926c310f68bc72cd9a17a723fff491523ee790aff32db9,53c305ee0a595c2faf519115e2cad040da51142c9e74acaac8aa4330e86acf48
b6b19df3e437c96dba360d2ce450c90290a80dc6af603f473dd84077192e798e,029c27c918a2fc3aeb8c137b754f69b3e90f8a594e8e90f4afb7f8f4c1cafd8d
2df24b4b82f05b96b2ec4dccac6490b5ed7c2d1913409ef1ec3d287107b430f6,7c5737d788
2cffa8c57d0b42eb3a21eb71110517f5530b29f0b90530caa4fe1ad096af65a0,93225a1acfc9720601f53e80d35ef3e130a8ae465e95edd21be33db9243bdbee
81ea5ebb891f00836f48bc0bb8d3ff74951a244d5b3d8aa518380f3765704975,c1af63503ba111b7fb5dd04286ac05e5a4e9c89db84d899bc712fe30ba82f6e6
cc2582678c,85c670cd92
f8129832b9cbff6b976392785b961aa0eeaba403318cdef621e3602cfdf04502,8c9748b3cfb187720b7f0d650ca13a3e37cd85fe02ff6ccd78b7be39acb872de
ef41fd9b5d2d72b67e2e1a48f2456ebc075e2d14d132d7230c74e75001ca3489,5734b0eb73adae9805132365e843f6b0fe0f85fb33330cfb098383728d56f5b3
d9c504c965badaa316e1ce00dc9bb8a6dce3e00a1104da6683f76d4712d0ca31,797726c043763fa6a8fabb4533066b2646b206a19bd654d4e1a9bdf7b6db15fb
78e08b0d71e82c9f8fc3016e32a2f52140c460b735bbd8b8a35f2cc3cffee621,c37495949dc0c380b36fd540ad3e4a08db319113e0015ad22377783417f527c3
a93afdfe55,b983f14be85f6e5a4ac79d282aba62664318ef67711904238aa286b46d782bad
49cb0cb7064379e160a10f1f68e5d199a7d302b4f9c1f2d3ff4a484b9e177608,d65dbb92240fb81a5a3aa22c3ceaf400c93b7a01406c53d1bcc68203f47cefea
da327e7ede1210bbf8366ae2e0866b733970c34986bb1af0bbc457b0b3517918,c8b97eedaaf9a82703fab06df23c1e50e172cd7ae7e3e57ea66860507a1f16ac
c2eaa11edd,03f826436c88ccd2e6e2c8258daddd739a4f8aa31eec124e7f8b31671318be36
585d0317b064dcd795f28b09a36f2d46dc2f1c101f36645a20cbc09ab0edd81f,20ca00869fa05f13550e2e55652cdcab4031f4340a9b8000b8574056d5fd8e2d
8397af889a8604b6ca35dcfd64a39affaa8697b9806db4fa4b078d6f39cb7748,5ea5e838b341e5a4e369220fc72e58dc89adb17f2372c72f1c832818d5c1499a
5d69b2bae81d89656ac946c1a43fc9afebe82d7c2a8692c9d1d97571295b84ea,4623d01e1ae9e2ad1fa90cd95b32c06f43a0e27fd9119b183f4abfa05ccd9c2b
270496ec49d8be576ea8e36e85eb1ba009491203f02f86f514b7acfc5c557547,6dfe7b80d89a286df699f613cd4a944c992dd93e74704594f3f3d373f796eb42
be33bca355,2ee46c0059bebe16ceea7951b76af7eab76af4e7e872d0403387e17a4a0cfda6
359214564c22a8358212b779ad0b0ef87b3ded1dce0216202925398cb3acb67b,1a39431753f8a9d3564771ce3d8f054382d0a39ceab2439ed1c198897311b905
99ac04380883806890210d904bdce164804e46b18bf7c87d5ef46efac6adad3a,35b9f43f47ad4345140597e7b307c4487fd0ea6200237f42933b439eca8bb741
7ef8bd188b39ae1a63a25a322b04af81696e827c3ab7d2f60ea59ee23c1a100d,a1f89fbe3949e5c20483d1f39d3587304482318c50427aae4e6df35b29d7615c
